run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
18,tmtr,prices,0,1197,0.07466012239456177,0.203
18,tmtr,prices,10,1134,0.10052549093961716,0.201
18,tmtr,prices,20,1134,0.08907634764909744,0.201
18,tmtr,prices,30,1134,0.08418739587068558,0.198
18,tmtr,prices,40,1134,0.10062623769044876,0.2
18,tmtr,prices,50,1134,0.18578560650348663,0.199
18,tmtr,prices,60,1134,0.19670702517032623,0.204
18,tmtr,prices,70,1134,0.2271282970905304,0.2
18,tmtr,prices,80,1134,0.5457796454429626,0.199
18,tmtr,prices,90,1134,0.5513738393783569,0.203
18,tmtr,prices,100,1197,0.5447648167610168,0.202
